SMILES	MOL_WEIGHT	LOGP	#ROTATABLE_BONDS	#ACCEPTORS	#DONORS	SURFACE_AREA	Water solubility	Caco2 permeability	Intestinal absorption (human)	Skin Permeability	P-glycoprotein substrate	P-glycoprotein I inhibitor	P-glycoprotein II inhibitor	VDss (human)	Fraction unbound (human)	BBB permeability	CNS permeability	CYP2D6 substrate	CYP3A4 substrate	CYP1A2 inhibitior	CYP2C19 inhibitior	CYP2C9 inhibitior	CYP2D6 inhibitior	CYP3A4 inhibitior	Total Clearance	Renal OCT2 substrate	AMES toxicity	Max. tolerated dose (human)	hERG I inhibitor	hERG II inhibitor	Oral Rat Acute Toxicity (LD50)	Oral Rat Chronic Toxicity (LOAEL)	Hepatotoxicity	Skin Sensitisation	<i>T.Pyriformis</i> toxicity	Minnow toxicity
O=P(O)(O)OCCCc1c[nH]c2ccc(F)cc12	273.2	2.3489	5	2	3	102.834	-2.56	0.939	88.95	-3.158	Yes	No	No	-0.452	0.252	-1.383	-2.801	No	No	No	No	No	No	No	0.018	No	No	0.34	No	No	2.566	1.289	No	No	0.59	0.747
CCCCC/C=C\C=C\[C@@H](O)CCCCCCCC(=O)O	296.451	4.8553	14	2	2	129.314	-3.938	1.523	91.589	-2.73	No	No	No	-0.929	0.174	-0.337	-2.737	No	No	No	No	No	No	No	1.955	No	No	-1.714	No	No	2.007	2.872	No	Yes	0.721	-0.578
O=P(O)(O)OC[C@H]1O[C@H](n2cnc3ccccc32)[C@H](O)[C@@H]1O	330.233	-0.2352	4	7	4	124.524	-2.817	-0.153	56.937	-2.735	Yes	No	No	0.468	0.526	-1.496	-4.203	No	No	No	No	No	No	No	0.494	No	Yes	0.002	No	No	2.128	3.388	Yes	No	0.285	2.47
Nc1ncnc2c([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)[nH]nc12	347.224	-1.7939	4	9	6	128.062	-2.27	-0.174	42.633	-2.735	No	No	No	0.146	0.513	-1.581	-5.19	No	No	No	No	No	No	No	0.366	No	No	0.31	No	No	2.854	4.063	Yes	No	0.285	5.148
CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1	450.465	2.8845	5	7	1	183.356	-4.538	1.322	94.229	-3.087	No	No	No	-0.523	0.176	-1.209	-3.204	No	Yes	No	No	No	No	No	0.91	No	No	-0.114	No	No	2.979	1.354	Yes	No	0.315	2.382
CSc1nc(NCCC(C)C)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2n1	463.453	0.7347	9	11	5	176.826	-2.683	-0.094	52.022	-2.735	Yes	No	No	0.132	0.685	-1.759	-4.218	No	No	No	No	No	No	No	0.49	No	No	0.375	No	No	2.273	3.671	No	No	0.285	3.169
C[C@@](CO)(OP(=O)(O)O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O	601.288	-3.0835	13	16	9	206.796	-2.495	0.293	0	-2.735	No	No	No	0.062	0.424	-3.053	-5.154	No	No	No	No	No	No	No	0.116	No	No	0.391	No	No	2.503	4.673	No	No	0.285	11.764
O=P(O)(O)OC[C@@H](O)[C@@H](O)c1c[nH]c2ccccc12	287.208	0.6715	5	4	5	108.257	-3.002	-0.404	55.264	-2.736	No	No	No	-0.495	0.304	-1.717	-4.044	No	No	No	No	No	No	No	0.317	No	No	1.064	No	No	2.654	3.32	No	No	0.286	1.315
CC[C@H](C)[C@@H](NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O	362.319	1.29382	9	6	5	139.487	-2.419	-0.582	41.224	-2.735	Yes	No	No	-0.875	0.706	-1.61	-4.153	No	No	No	No	No	No	No	0.625	No	No	1.779	No	No	1.848	2.837	Yes	No	0.285	3.407
Cc1ncc(COP(=O)(O)O)c(CNC2(C(=O)O)CC2)c1O	332.249	0.41172	7	6	5	125.751	-2.028	-0.49	45.278	-2.735	Yes	No	No	-0.198	0.76	-1.329	-4.149	No	No	No	No	No	No	No	0.91	No	No	0.787	No	No	1.916	3.038	Yes	No	0.285	4.267
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12	500.432	8.6443	10	2	1	202.831	-5.253	1.009	88.104	-2.737	Yes	Yes	Yes	1.881	0.081	0.766	-0.697	Yes	Yes	Yes	No	No	Yes	Yes	0.903	Yes	Yes	0.755	Yes	Yes	2.495	0.609	Yes	No	0.31	-0.79
CCCCCC[P@](=O)(O)O[C@H]1C[C@@H](C)CC[C@@H]1C(C)C	304.411	5.2295	8	2	1	124.578	-4.757	1.8	88.337	-2.536	No	Yes	No	0.164	0.147	0.489	-1.972	No	Yes	No	No	No	No	No	0.299	Yes	No	0.295	No	No	2.573	2.221	No	No	1.328	-0.31
CCCCCCCCCCCC[P+](C)(C)CC(P(=O)(O)O)P(=O)(O)O	419.396	4.866	15	2	4	153.401	-3.214	0.477	37.753	-2.767	Yes	Yes	No	-0.692	0.209	-1.637	-3.457	No	No	No	No	No	No	No	0.918	No	No	0.43	No	No	2.322	3.502	No	No	0.285	-0.59
Cc1ccc2c(c1)ncn2[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O	344.26	0.07322	4	7	4	130.889	-2.895	0.588	68.715	-2.735	Yes	No	No	-0.512	0.331	-0.899	-3.78	No	No	No	No	No	No	No	0.636	No	Yes	0.051	No	No	2.253	3.63	No	No	0.285	2.736
O=P(O)(O)OCCNS(=O)(=O)c1ccc(OC(F)(F)F)cc1	365.222	0.9728	7	5	3	122.699	-2.927	0.109	73.186	-2.91	No	No	No	-1.378	0.312	-2.053	-3.722	No	No	No	No	No	No	No	0.117	No	No	0.867	No	No	2.995	2.728	Yes	No	0.283	2.532
O=C(O)C[C@H](Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)O	463.296	-2.1054	9	12	7	171.885	-2.892	-1.093	0	-2.735	Yes	No	No	-0.038	0.493	-2.629	-5.3	No	No	No	No	No	No	No	0.308	No	No	0.428	No	No	2.483	4.079	No	No	0.285	6.712
O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(Cl)[nH+]cnc32)[C@H](O)[C@@H]1O	367.662	-1.3727	4	8	4	133.267	-2.73	-0.366	52.331	-2.735	No	No	No	0.804	0.734	-1.974	-4.37	No	No	No	No	No	No	No	0.459	No	No	0.271	No	No	2.227	3.071	No	No	0.285	3.237
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O	561.701	5.2505	26	9	3	228.368	-4.513	-0.047	61.172	-2.734	No	Yes	Yes	-0.274	0.218	-2.079	-4.428	No	Yes	No	No	No	No	Yes	0.926	No	No	1.036	No	No	2.401	1.993	Yes	No	0.285	-0.735
